Fahrten,Namen
2885,S7 (Regionalverkehr Bern-Solothurn)
119,IR65 (BLS AG (bls))
112,IC81 (Schweizerische Bundesbahnen SBB)
111,RE1 (BLS AG (bls))
98,40 (Autobusbetrieb RBS)
75,IC1 (Schweizerische Bundesbahnen SBB)
73,12 (Städtische Verkehrsbetriebe Bern)
70,10 (Städtische Verkehrsbetriebe Bern)
66,EC (Schweizerische Bundesbahnen SBB)
64,IC61 (Schweizerische Bundesbahnen SBB)
63,8 (Städtische Verkehrsbetriebe Bern)
61,RE5 (Regionalverkehr Bern-Solothurn)
53,S8 (Regionalverkehr Bern-Solothurn)
52,IR17 (BLS AG (bls))
47,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
38,IC8 (Schweizerische Bundesbahnen SBB)
38,S3 (BLS AG (bls))
37,S5 (BLS AG (bls))
37,9 (Städtische Verkehrsbetriebe Bern)
34,RE2 (Transports publics fribourgeois)
