Fahrten,Namen
419,RE5 (Regionalverkehr Bern-Solothurn)
29,20 (Städtische Verkehrsbetriebe Bern)
25,S8 (Regionalverkehr Bern-Solothurn)
13,S7 (Regionalverkehr Bern-Solothurn)
11,7 (Städtische Verkehrsbetriebe Bern)
11,8 (Städtische Verkehrsbetriebe Bern)
11,10 (Städtische Verkehrsbetriebe Bern)
10,12 (Städtische Verkehrsbetriebe Bern)
9,6 (Städtische Verkehrsbetriebe Bern)
8,465 (Busland AG)
6,101 (PostAuto AG)
6,9 (Städtische Verkehrsbetriebe Bern)
4,S52 (BLS AG (bls))
4,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
3,17 (Städtische Verkehrsbetriebe Bern)
3,21 (Städtische Verkehrsbetriebe Bern)
2,EC (Schweizerische Bundesbahnen SBB)
2,19 (Städtische Verkehrsbetriebe Bern)
1,1 (Busbetrieb Solothurn und Umgebung)
1,IC5 (Schweizerische Bundesbahnen SBB)
